year,statefip,state,year_legalized,pot,ever_legalized,deaths,population,crude_death_rate,standard_error_for_crude_rate,low_confidence_limit_for_crude_rate,upper_confidence_limit_for_crude_rate,female_prop,male_prop,over_50_prop,under_30_prop,under_50_prop,american_indian_prop,asian_prop,black_prop,other_race_prop,white_prop,married_prop,not_married_prop,college_prop,higher_college_prop,hs_prop,less_hs_prop,some_college_prop,employed_prop,not_employed_prop,mean_children,mean_children_u5,mean_hrs_worked,median_income,sex,age_group,race_and_hispanic_origin
2016,34,New Jersey,0,0,0,2056,8944469,22.9863,0.50694,21.9927,23.9799,0.512463157072866,0.48753684292713395,0.40934199996096116,0.17505026253635494,0.4156077375026839,0.0024204095176748454,0.10294548222755753,0.11215865393999727,0.06496066834533779,0.7175147859694325,0.577833733481681,0.422166266518319,0.27133961859030664,0.16095723292537722,0.310554156662958,0.06101774316331909,0.19613124865803908,0.747106244266167,0.25289375573383305,0.8517108781792274,0.14752786398860065,31.68351193613242,31000,Both Sexes,All Ages,All Races-All Origins
2017,34,New Jersey,0,0,0,2685,9005644,29.8146,0.57538,28.6869,30.9424,0.5127730109204368,0.4872269890795632,0.41041341653666147,0.17267940717628705,0.4169071762870515,0.002574102964118565,0.11066692667706708,0.10544071762870515,0.06548361934477379,0.7158346333853354,0.5831513260530421,0.4168486739469579,0.27531201248049925,0.16989079563182527,0.3014820592823713,0.057897815912636506,0.1954173166926677,0.7571957878315133,0.24280421216848674,0.8610764430577224,0.14865444617784712,32.020846333853356,34000,Both Sexes,All Ages,All Races-All Origins
2018,34,New Jersey,0,0,0,2900,8908520,32.5531,0.6045,31.3683,33.7379,0.5116982732038237,0.4883017267961764,0.4088613937711995,0.17308433549182856,0.41805427073697193,0.002717391304347826,0.11110468701819304,0.10595898859081097,0.06745297563983965,0.7127659574468085,0.5758749614554425,0.4241250385445575,0.2804309281529448,0.1721978106691335,0.2963112858464385,0.057431390687634906,0.1936285846438483,0.7583256244218316,0.24167437557816837,0.8338536848596978,0.1437904717853839,32.046658186864015,35000,Both Sexes,All Ages,All Races-All Origins
2000,35,New Mexico,0,0,0,271,1819046,14.8979,0.90498,13.1242,16.6717,0.5088797814207651,0.491120218579235,0.3128415300546448,0.17827868852459017,0.5088797814207651,0.05327868852459016,0.022540983606557378,0.02185792349726776,0.15027322404371585,0.7520491803278688,0.6215846994535519,0.37841530054644806,0.14275956284153005,0.11065573770491803,0.3825136612021858,0.13183060109289618,0.23224043715846995,0.6816939890710383,0.31830601092896177,0.8975409836065574,0.19057377049180327,32.09016393442623,14400,Both Sexes,All Ages,All Races-All Origins
2001,35,New Mexico,0,0,0,258,1831690,14.0854,0.87692,12.3666,15.8041,0.5324675324675324,0.4675324675324675,0.34297520661157027,0.15899252262888627,0.4980322707595435,0.06729634002361275,0.013774104683195593,0.01672569854388036,0.1985438803620622,0.7036599763872491,0.6462022825659189,0.35379771743408106,0.1418732782369146,0.09799291617473435,0.37839433293978747,0.1373475009838646,0.24439197166469895,0.695789059425423,0.3042109405745769,0.9035812672176309,0.1733569460842188,31.967138921684377,14000,Both Sexes,All Ages,All Races-All Origins
2002,35,New Mexico,0,0,0,287,1855309,15.4691,0.91311,13.6794,17.2588,0.5262920334010381,0.47370796659896186,0.35116226585420895,0.17039043105393817,0.47844730309185285,0.04897314375987362,0.011961182577296321,0.012863913337846988,0.18731663281426314,0.7388851275107199,0.6303317535545023,0.3696682464454976,0.1507560370119612,0.10742496050552923,0.3854660347551343,0.1284134506883322,0.2279395170390431,0.6723087339201084,0.3276912660798917,0.8941548183254344,0.19995486346197247,31.62581809975175,15000,Both Sexes,All Ages,All Races-All Origins
2003,35,New Mexico,0,0,0,358,1877574,19.0672,1.00773,17.092,21.0423,0.5223429951690821,0.4776570048309179,0.35527375201288247,0.161231884057971,0.4834943639291465,0.08031400966183574,0.013285024154589372,0.015901771336553946,0.16747181964573268,0.7230273752012882,0.6209742351046699,0.37902576489533013,0.14090177133655393,0.10144927536231885,0.3725845410628019,0.13486312399355876,0.2502012882447665,0.6823671497584541,0.3176328502415459,0.8890901771336553,0.16747181964573268,31.21900161030596,15000,Both Sexes,All Ages,All Races-All Origins
2004,35,New Mexico,0,0,0,314,1903808,16.4933,0.93077,14.669,18.3176,0.5303334672559261,0.46966653274407394,0.38408999598232224,0.1653274407392527,0.45058256327842505,0.08115709120128566,0.013860988348734431,0.016673362796303735,0.17557251908396945,0.7127360385697067,0.6090799517878666,0.3909200482121334,0.13800723182000804,0.09381277621534753,0.3746484531940538,0.13519485737243872,0.25833668139815186,0.6759742868621936,0.32402571313780637,0.8447167537163519,0.16673362796303737,31.45580554439534,15000,Both Sexes,All Ages,All Races-All Origins
2005,35,New Mexico,0,0,0,373,1932274,19.3037,0.99951,17.3446,21.2627,0.5228826433725788,0.4771173566274212,0.3757121154576529,0.1598936574249905,0.4643942271173566,0.07548423851120395,0.016141283706798328,0.01509684770224079,0.17812381314090392,0.715153816938853,0.6189707557918724,0.3810292442081276,0.15818458032662364,0.11412837067983289,0.3676414736042537,0.1139384732244588,0.246107102164831,0.693600455753893,0.3063995442461071,0.846942650968477,0.16967337637675656,31.61973034561337,17000,Both Sexes,All Ages,All Races-All Origins
2006,35,New Mexico,0,0,0,418,1962137,21.3033,1.04198,19.261,23.3456,0.5153174897883401,0.48468251021165987,0.3807092461938359,0.1741552172298552,0.44513553657630894,0.08614927590048273,0.015874489417007056,0.016802822131451914,0.17833271444485704,0.7028406981062013,0.59478277014482,0.4052172298551801,0.16208689194207204,0.11084292610471592,0.35425176383215745,0.12105458596360935,0.25176383215744524,0.698013367991088,0.301986632008912,0.8331786112142592,0.16682138878574082,31.548551800965466,17000,Both Sexes,All Ages,All Races-All Origins
2007,35,New Mexico,0,0,0,462,1990070,23.2153,1.08007,21.0983,25.3322,0.5057546551885468,0.49424534481145316,0.3832693927201273,0.1716103677365023,0.44512023954337043,0.09694020772901656,0.0186207541873304,0.014222887620473473,0.16833536071863012,0.7018807897445495,0.5882848320389258,0.4117151679610742,0.15626462056704407,0.1082623748479461,0.36174791803125295,0.12407598016281464,0.24964910639094226,0.6906521942547019,0.309347805745298,0.8270796294563488,0.1616917750538037,31.203050435108075,17500,Both Sexes,All Ages,All Races-All Origins
2008,35,New Mexico,0,0,0,518,2010662,25.7627,1.13195,23.544,27.9813,0.5131923652694611,0.4868076347305389,0.3907185628742515,0.17374625748502995,0.4355351796407186,0.10553892215568862,0.013660179640718563,0.016654191616766467,0.12537425149700598,0.7387724550898204,0.5749438622754491,0.4250561377245509,0.14839071856287425,0.11031062874251497,0.3474925149700599,0.12481287425149701,0.2689932634730539,0.702937874251497,0.297062125748503,0.8157747005988024,0.1651384730538922,30.888473053892216,18000,Both Sexes,All Ages,All Races-All Origins
2009,35,New Mexico,0,0,0,438,2036802,21.5043,1.02752,19.4904,23.5182,0.5109387981168652,0.48906120188313484,0.40201236961137266,0.17917474383827195,0.4188128865503554,0.11068032862549616,0.014215822025293087,0.01458506415582018,0.1333887196529124,0.7271300655404782,0.5802640081233269,0.41973599187667315,0.1565586633434875,0.10560324933074863,0.3421951444659836,0.12757315609711067,0.2680697867626696,0.6785747253761654,0.3214252746238346,0.8219329825533094,0.16671282193298256,29.860888027323917,17100,Both Sexes,All Ages,All Races-All Origins
2010,35,New Mexico,0,0,0,478,2059179,23.2131,1.06174,21.1321,25.2942,0.5155206641400469,0.48447933585995306,0.4088612163869338,0.18047283883775492,0.4106659447753113,0.11333694279011008,0.014347590687601516,0.01705468327016784,0.12389460386211876,0.7313661793900018,0.5541418516513265,0.44585814834867354,0.14582205378090599,0.10792275762497744,0.34786139685977263,0.12001443782710702,0.27837935390723695,0.6588160981772243,0.3411839018227757,0.810052337123263,0.16838115863562533,28.60440353726764,16000,Both Sexes,All Ages,All Races-All Origins
2011,35,New Mexico,0,0,0,529,2082224,25.4055,1.10459,23.2405,27.5705,0.5037855170570945,0.4962144829429055,0.4007303821145453,0.19061191769840563,0.40865770018704906,0.15970428431459874,0.015587423176271488,0.01629999109290104,0.13307205843056916,0.6753362429856595,0.5248062705976664,0.4751937294023337,0.1417119444197025,0.10652890353611828,0.34898013716932397,0.13360648436804132,0.26917253050681395,0.6320477420504141,0.3679522579495858,0.8207891689676672,0.16700810546005165,27.525429767524717,14000,Both Sexes,All Ages,All Races-All Origins
2012,35,New Mexico,0,0,0,492,2085538,23.591,1.06357,21.5064,25.6756,0.5155488615221051,0.48445113847789495,0.4206609373615664,0.1884468857978205,0.3908921768406131,0.18109329316913264,0.015593160272880305,0.015770355275981217,0.1242136971737397,0.6633294941082661,0.5221050766368388,0.47789492336316114,0.14175600248073003,0.10543102684504296,0.34030300345530257,0.12722601222645522,0.2852839549924692,0.6380792061663861,0.3619207938336139,0.7940108088951892,0.1572605652520599,27.568795959953928,14000,Both Sexes,All Ages,All Races-All Origins
2013,35,New Mexico,0,0,0,458,2085287,21.9634,1.02628,19.9519,23.9749,0.5107861720371875,0.48921382796281254,0.40256340824984205,0.1897283148298583,0.40770827692029965,0.16418449318530554,0.015615127719108222,0.018413214189006228,0.11147215452658182,0.6903150103799982,0.5185486054698077,0.48145139453019226,0.14234136654932755,0.10975719830309595,0.3460601137286759,0.12428919577579203,0.2775521256431086,0.628215542919036,0.37178445708096397,0.8414116797544905,0.1631013629388934,27.209134398411408,13700,Both Sexes,All Ages,All Races-All Origins
2014,35,New Mexico,0,0,0,547,2085572,26.2278,1.12142,24.0298,28.4258,0.5053287572254336,0.4946712427745665,0.4239523121387283,0.1856936416184971,0.3903540462427746,0.18695809248554912,0.015173410404624277,0.015625,0.11163294797687862,0.6706105491329479,0.5167991329479769,0.48320086705202314,0.14884393063583815,0.09925939306358382,0.34673049132947975,0.12409682080924855,0.2810693641618497,0.6281611271676301,0.37183887283236994,0.7916365606936416,0.15019869942196531,27.322073699421967,14400,Both Sexes,All Ages,All Races-All Origins
2015,35,New Mexico,0,0,0,501,2085109,24.0275,1.07347,21.9235,26.1315,0.5127255900046275,0.4872744099953725,0.4137899120777418,0.17991670522906061,0.4062933826931976,0.17973160573808422,0.015270708005552984,0.015733456732993985,0.10948634891254048,0.6797778806108283,0.5220731142989357,0.47792688570106434,0.14058306339657567,0.10735770476631189,0.35122628412771867,0.12466450717260527,0.2761684405367885,0.6422952336881074,0.35770476631189263,0.7896344285053216,0.14733919481721425,27.752521980564552,15000,Both Sexes,All Ages,All Races-All Origins
2016,35,New Mexico,0,0,0,500,2081015,24.0267,1.07451,21.9207,26.1328,0.5078864353312302,0.4921135646687697,0.41890888847652624,0.18509927630358136,0.3959918352198924,0.17925403599925774,0.01605121543885693,0.018649100018556318,0.11254407125626276,0.6735015772870663,0.4974948970124327,0.5025051029875672,0.1477082946743366,0.10957506030803489,0.3575802560771943,0.10725552050473186,0.27788086843570237,0.6454815364631658,0.3545184635368343,0.78214882167378,0.1516051215438857,27.888662089441453,15600,Both Sexes,All Ages,All Races-All Origins
2017,35,New Mexico,0,0,0,493,2088070,23.6103,1.06336,21.5261,25.6945,0.5134654946699083,0.4865345053300916,0.4132223676828128,0.18720778006358707,0.39956985225360014,0.1828127922199364,0.016270806059472603,0.016551337198429026,0.0987469609126613,0.6856181036095007,0.5010286141761735,0.49897138582382644,0.1504582008602955,0.10398354217318122,0.35711613989152796,0.11118384140639612,0.27725827566859923,0.6417617355526464,0.3582382644473537,0.766598092388255,0.13774078922760427,27.547316252103982,16000,Both Sexes,All Ages,All Races-All Origins
2018,35,New Mexico,0,0,0,537,2095428,25.6272,1.1059,23.4597,27.7948,0.5027526359988803,0.49724736400111974,0.4121489222730242,0.17346272277689653,0.4143883549500793,0.1779415881310068,0.018288700195950358,0.01866193897545955,0.09069702342073341,0.6944107492768499,0.5079779789120089,0.49202202108799103,0.15424092563217318,0.10460016795745078,0.3493514976206028,0.11719697676588597,0.2746104320238873,0.6407576747224036,0.35924232527759636,0.7328543435662965,0.13044695343846224,27.51889521321265,16000,Both Sexes,All Ages,All Races-All Origins
2000,36,New York,0,0,0,767,18976457,4.0419,0.14594,3.7558,4.3279,0.5291781240452185,0.47082187595478153,0.29292697830736325,0.18072105102352581,0.5263519706691109,0.0028261533761075467,0.06393217231897341,0.11610143599144515,0.061869844179651697,0.7552703941338221,0.5851665139016193,0.41483348609838067,0.1919492820042774,0.14046746104491292,0.3606782768102658,0.09486709440879927,0.21203788573174456,0.7197525206232814,0.2802474793767186,0.8945157347998778,0.17682554231591813,32.57279254506569,22000,Both Sexes,All Ages,All Races-All Origins
2001,36,New York,0,0,0,1079,19082838,5.6543,0.17213,5.3169,5.9917,0.528625101810252,0.47137489818974804,0.31467906781219623,0.16807230498410447,0.5172486272036994,0.0038359475578676337,0.061322613699062035,0.1120044139670529,0.06148025537952235,0.7613567693964951,0.5915241323139171,0.40847586768608285,0.1950290323428181,0.13588712855679042,0.360789259346838,0.0908016079451407,0.21749297180841282,0.716061059877565,0.28393894012243504,0.8886261527547884,0.17750453219831325,32.35637529229395,23000,Both Sexes,All Ages,All Races-All Origins
2002,36,New York,0,0,0,923,19137800,4.8229,0.15875,4.5118,5.1341,0.529105509309645,0.47089449069035505,0.32494043592081656,0.16524987498896962,0.5098096890902138,0.003323822690237374,0.061917227990705065,0.11448068947260052,0.05965232226372915,0.7606259375827279,0.5869929699679384,0.41300703003206163,0.19989999117569196,0.14721887225343414,0.34970732711709857,0.08824308027178869,0.21493072918198664,0.7200635350177957,0.2799364649822043,0.8785775215460188,0.1630143836220843,32.60049416124952,23800,Both Sexes,All Ages,All Races-All Origins
2003,36,New York,0,0,0,964,19175939,5.0271,0.16191,4.7098,5.3445,0.5301478656147134,0.4698521343852866,0.33264538377135694,0.16092794816866085,0.5064266680599823,0.003631328700559068,0.06458017660274831,0.1134855530591985,0.060165107894874344,0.7581378337426198,0.5910967135169026,0.4089032864830973,0.20068969120643712,0.14360729400700142,0.34680495323684624,0.08895449083024191,0.21994357071947332,0.7088928366163332,0.2911071633836669,0.8978525523799572,0.17046345159099222,31.822613511677726,22900,Both Sexes,All Ages,All Races-All Origins
2004,36,New York,0,0,0,831,19171567,4.3345,0.15036,4.0398,4.6293,0.531266311723562,0.468733688276438,0.3391533563002401,0.16191669276542436,0.4989299509343355,0.0032101471969934233,0.06388975884747886,0.1108675227059192,0.06349827748199185,0.7585342937676166,0.5945557991439607,0.40544420085603927,0.20396179141872847,0.15132059713957616,0.3428854786512162,0.08508195009917528,0.2167501826913039,0.7115826286668755,0.28841737133312456,0.9066708424678985,0.1770539722309218,32.03079653408498,23000,Both Sexes,All Ages,All Races-All Origins
2005,36,New York,0,0,0,944,19132610,4.934,0.16059,4.6192,5.2487,0.5270328638497652,0.4729671361502347,0.3544413145539906,0.1644507042253521,0.4811079812206573,0.00355868544600939,0.06217840375586854,0.1112206572769953,0.06804694835680751,0.7549953051643192,0.591737089201878,0.40826291079812205,0.19589671361502348,0.14332394366197182,0.3542347417840376,0.08867605633802816,0.21786854460093896,0.7103098591549296,0.28969014084507044,0.898,0.1667699530516432,31.823276995305164,23000,Both Sexes,All Ages,All Races-All Origins
2006,36,New York,0,0,0,1680,19104631,8.7937,0.21454,8.3732,9.2142,0.5213834986868982,0.47861650131310185,0.3510997227896119,0.17210752845053984,0.4767927487598483,0.003346585935220309,0.06552742923840094,0.1199755617157864,0.07475561715786402,0.7363948059527283,0.5752297928217099,0.42477020717829006,0.1974029763641669,0.14154143565800992,0.34753428654800117,0.0954825649255909,0.2180387365042311,0.7127407353370294,0.2872592646629705,0.8718813831339364,0.16048110592354828,31.481178873650425,22900,Both Sexes,All Ages,All Races-All Origins
2007,36,New York,0,0,0,1708,19132335,8.9273,0.21601,8.5039,9.3507,0.5211226562001985,0.47887734379980146,0.3643077651601388,0.17266940470444672,0.4630228301354145,0.0033512125379060384,0.0659952099516442,0.11983316789756945,0.07487410186593328,0.735946307746947,0.5778018595586963,0.4221981404413037,0.19928786733569498,0.14446640136234076,0.343690522807369,0.09457158208194079,0.21798362641265448,0.7158845652985585,0.28411543470144157,0.8671990966296637,0.16112229193796615,31.758940361166005,23800,Both Sexes,All Ages,All Races-All Origins
2008,36,New York,0,0,0,1691,19212436,8.8016,0.21404,8.3821,9.2211,0.5211961461552445,0.4788038538447555,0.36881476095255405,0.1777585893473914,0.45342664970005453,0.004235593528449373,0.0701599709143792,0.12232321396109798,0.06282494091983276,0.7404562806762407,0.5700145428103981,0.4299854571896019,0.20109980003635702,0.14610070896200691,0.33203962915833485,0.09226504271950554,0.22849481912379568,0.7363024904562807,0.26369750954371934,0.8511088892928559,0.157107798582076,31.65407198691147,25000,Both Sexes,All Ages,All Races-All Origins
